Id,PostId,VoteTypeId,UserId,CreationDate,BountyAmount
"154243798","48054276","3","","2018-01-02 00:00:00",""
"154243799","14442835","2","","2018-01-02 00:00:00",""
"154243800","16472013","2","","2018-01-02 00:00:00",""
"154243801","3980713","2","","2018-01-02 00:00:00",""
"154243802","48052353","5","6738706","2018-01-02 00:00:00",""
"154243803","26862272","2","","2018-01-02 00:00:00",""
"154243804","16472012","2","","2018-01-02 00:00:00",""
"154243805","4491523","2","","2018-01-02 00:00:00",""
"154243806","4491260","2","","2018-01-02 00:00:00",""
"154243807","8926890","2","","2018-01-02 00:00:00",""
"154243808","8926890","5","3501","2018-01-02 00:00:00",""
"154243809","5767357","2","","2018-01-02 00:00:00",""
"154243810","39842357","2","","2018-01-02 00:00:00",""
"154243811","48053746","2","","2018-01-02 00:00:00",""
"154243812","44200712","2","","2018-01-02 00:00:00",""
"154243813","48046696","3","","2018-01-02 00:00:00",""
"154243814","44200712","5","83944","2018-01-02 00:00:00",""
"154243815","16945518","2","","2018-01-02 00:00:00",""
"154243816","48053678","2","","2018-01-02 00:00:00",""
"154243817","46597777","2","","2018-01-02 00:00:00",""
"154243818","44982239","16","","2018-01-02 00:00:00",""
"154243819","28798341","2","","2018-01-02 00:00:00",""
"154243820","48052576","16","","2018-01-02 00:00:00",""
"154243821","25644806","16","","2018-01-02 00:00:00",""
"154243822","37610820","2","","2018-01-02 00:00:00",""
"154243823","48053782","3","","2018-01-02 00:00:00",""
"154243824","47746772","16","","2018-01-02 00:00:00",""
"154243825","48054090","16","","2018-01-02 00:00:00",""
"154243826","48054109","16","","2018-01-02 00:00:00",""
"154243827","27944091","16","","2018-01-02 00:00:00",""
"154243828","725472","2","","2018-01-02 00:00:00",""
"154243829","725472","5","6661026","2018-01-02 00:00:00",""
"154243830","48054238","2","","2018-01-02 00:00:00",""
"154243831","48054238","5","6309","2018-01-02 00:00:00",""
"154243832","8356722","2","","2018-01-02 00:00:00",""
"154243833","21031488","2","","2018-01-02 00:00:00",""
"154243834","48054272","3","","2018-01-02 00:00:00",""
"154243835","48050116","16","","2018-01-02 00:00:00",""
"154243836","48052836","2","","2018-01-02 00:00:00",""
"154243837","21153189","2","","2018-01-02 00:00:00",""
"154243838","36924022","2","","2018-01-02 00:00:00",""
"154243839","48053334","10","","2018-01-02 00:00:00",""
"154243840","38768308","2","","2018-01-02 00:00:00",""
"154243841","48052915","2","","2018-01-02 00:00:00",""
"154243842","48053742","2","","2018-01-02 00:00:00",""
"154243843","41482699","2","","2018-01-02 00:00:00",""
"154243844","48054246","3","","2018-01-02 00:00:00",""
"154243845","38768721","2","","2018-01-02 00:00:00",""
"154243846","48017631","1","","2018-01-02 00:00:00",""
"154243847","42606838","2","","2018-01-02 00:00:00",""
"154243848","42606837","2","","2018-01-02 00:00:00",""
"154243849","48028819","1","","2018-01-02 00:00:00",""
"154243850","23935141","2","","2018-01-02 00:00:00",""
"154243851","48053886","16","","2018-01-02 00:00:00",""
"154243852","23938978","2","","2018-01-02 00:00:00",""
"154243853","24862910","2","","2018-01-02 00:00:00",""
"154243854","24826057","2","","2018-01-02 00:00:00",""
"154243855","48054280","2","","2018-01-02 00:00:00",""
"154243856","15621970","2","","2018-01-02 00:00:00",""
"154243857","48028819","2","","2018-01-02 00:00:00",""
"154243858","36908","2","","2018-01-02 00:00:00",""
"154243859","37768604","16","","2018-01-02 00:00:00",""
"154243860","36901","2","","2018-01-02 00:00:00",""
"154243861","16758673","2","","2018-01-02 00:00:00",""
"154243862","10746695","2","","2018-01-02 00:00:00",""
"154243863","48053055","10","","2018-01-02 00:00:00",""
"154243864","46536316","2","","2018-01-02 00:00:00",""
"154243865","36926","2","","2018-01-02 00:00:00",""
"154243866","21993000","2","","2018-01-02 00:00:00",""
"154243867","46536316","5","8372104","2018-01-02 00:00:00",""
"154243868","37456099","2","","2018-01-02 00:00:00",""
"154243869","37012586","2","","2018-01-02 00:00:00",""
"154243870","28303755","2","","2018-01-02 00:00:00",""
"154243871","48054183","3","","2018-01-02 00:00:00",""
"154243872","5245862","2","","2018-01-02 00:00:00",""
"154243873","5245845","2","","2018-01-02 00:00:00",""
"154243874","48050131","2","","2018-01-02 00:00:00",""
"154243875","48054271","2","","2018-01-02 00:00:00",""
"154243876","4326907","2","","2018-01-02 00:00:00",""
"154243877","17863618","2","","2018-01-02 00:00:00",""
"154243879","38535237","2","","2018-01-02 00:00:00",""
"154243881","4594262","2","","2018-01-02 00:00:00",""
"154243882","47682305","10","","2018-01-02 00:00:00",""
"154243883","18390249","2","","2018-01-02 00:00:00",""
"154243884","48052724","2","","2018-01-02 00:00:00",""
"154243885","9967115","2","","2018-01-02 00:00:00",""
"154243886","4088699","2","","2018-01-02 00:00:00",""
"154243887","48054096","3","","2018-01-02 00:00:00",""
"154243888","9967078","2","","2018-01-02 00:00:00",""
"154243889","32342797","2","","2018-01-02 00:00:00",""
"154243890","23714832","2","","2018-01-02 00:00:00",""
"154243891","33523430","2","","2018-01-02 00:00:00",""
"154243892","14254061","2","","2018-01-02 00:00:00",""
"154243893","48054137","16","","2018-01-02 00:00:00",""
"154243894","20074413","2","","2018-01-02 00:00:00",""
"154243895","21742107","2","","2018-01-02 00:00:00",""
"154243896","21741841","2","","2018-01-02 00:00:00",""
"154243898","48031103","10","","2018-01-02 00:00:00",""
"154243899","48054292","3","","2018-01-02 00:00:00",""
"154243900","48003844","1","","2018-01-02 00:00:00",""
"154243901","48054292","3","","2018-01-02 00:00:00",""
"154243902","16430846","16","","2018-01-02 00:00:00",""
"154243903","48054280","1","","2018-01-02 00:00:00",""
"154243904","47597992","15","","2018-01-02 00:00:00",""
"154243905","48053829","10","","2018-01-02 00:00:00",""
"154243906","47981629","2","","2018-01-02 00:00:00",""
"154243907","7858323","2","","2018-01-02 00:00:00",""
"154243908","48054151","2","","2018-01-02 00:00:00",""
"154243909","32016807","2","","2018-01-02 00:00:00",""
"154243910","1990948","2","","2018-01-02 00:00:00",""
"154243911","48054292","3","","2018-01-02 00:00:00",""
"154243912","40923555","2","","2018-01-02 00:00:00",""
"154243913","34126504","2","","2018-01-02 00:00:00",""
"154243914","23105433","2","","2018-01-02 00:00:00",""
"154243915","34126826","2","","2018-01-02 00:00:00",""
"154243916","26762905","2","","2018-01-02 00:00:00",""
"154243917","48054179","3","","2018-01-02 00:00:00",""
"154243918","1393324","2","","2018-01-02 00:00:00",""
"154243919","1393367","2","","2018-01-02 00:00:00",""
"154243920","14442835","5","2905274","2018-01-02 00:00:00",""
"154243921","11461607","2","","2018-01-02 00:00:00",""
"154243922","48053682","2","","2018-01-02 00:00:00",""
"154243923","27928372","2","","2018-01-02 00:00:00",""
"154243924","26105252","2","","2018-01-02 00:00:00",""
"154243925","4945178","2","","2018-01-02 00:00:00",""
"154243926","48053682","1","","2018-01-02 00:00:00",""
"154243927","36623117","2","","2018-01-02 00:00:00",""
"154243928","28107851","3","","2018-01-02 00:00:00",""
"154243929","27534250","2","","2018-01-02 00:00:00",""
"154243930","26105061","2","","2018-01-02 00:00:00",""
"154243931","48029235","3","","2018-01-02 00:00:00",""
"154243932","44398601","2","","2018-01-02 00:00:00",""
"154243933","18339707","2","","2018-01-02 00:00:00",""
"154243934","27465610","2","","2018-01-02 00:00:00",""
"154243935","27465611","2","","2018-01-02 00:00:00",""
"154243936","48054038","1","","2018-01-02 00:00:00",""
"154243938","37449679","2","","2018-01-02 00:00:00",""
"154243939","48053286","2","","2018-01-02 00:00:00",""
"154243940","48053335","2","","2018-01-02 00:00:00",""
"154243941","46918057","16","","2018-01-02 00:00:00",""
"154243942","48029606","3","","2018-01-02 00:00:00",""
"154243943","48052210","2","","2018-01-02 00:00:00",""
"154243944","217805","3","","2018-01-02 00:00:00",""
"154243945","48054258","1","","2018-01-02 00:00:00",""
"154243946","6624036","2","","2018-01-02 00:00:00",""
"154243947","6624085","2","","2018-01-02 00:00:00",""
"154243948","48050851","16","","2018-01-02 00:00:00",""
"154243949","27787536","2","","2018-01-02 00:00:00",""
"154243950","48022206","3","","2018-01-02 00:00:00",""
"154243952","47582642","5","8662906","2018-01-02 00:00:00",""
"154243954","48054281","1","","2018-01-02 00:00:00",""
"154243955","48054222","1","","2018-01-02 00:00:00",""
"154243956","48017346","3","","2018-01-02 00:00:00",""
"154243957","48017346","10","","2018-01-02 00:00:00",""
"154243959","1346298","2","","2018-01-02 00:00:00",""
"154243960","48053586","16","","2018-01-02 00:00:00",""
"154243961","1346209","2","","2018-01-02 00:00:00",""
"154243962","33751580","2","","2018-01-02 00:00:00",""
"154243963","1346209","5","1091943","2018-01-02 00:00:00",""
"154243964","31858632","2","","2018-01-02 00:00:00",""
"154243965","48054271","3","","2018-01-02 00:00:00",""
"154243966","48054246","3","","2018-01-02 00:00:00",""
"154243967","20776295","2","","2018-01-02 00:00:00",""
"154243968","24557561","2","","2018-01-02 00:00:00",""
"154243969","48054246","10","","2018-01-02 00:00:00",""
"154243970","48020487","10","","2018-01-02 00:00:00",""
"154243972","14498396","2","","2018-01-02 00:00:00",""
"154243973","48020487","3","","2018-01-02 00:00:00",""
"154243974","18450653","2","","2018-01-02 00:00:00",""
"154243975","11452715","2","","2018-01-02 00:00:00",""
"154243976","28222640","2","","2018-01-02 00:00:00",""
"154243977","25904070","2","","2018-01-02 00:00:00",""
"154243978","48024004","3","","2018-01-02 00:00:00",""
"154243979","37752510","2","","2018-01-02 00:00:00",""
"154243980","48024004","10","","2018-01-02 00:00:00",""
"154243981","11471762","2","","2018-01-02 00:00:00",""
"154243982","10302179","2","","2018-01-02 00:00:00",""
"154243983","48053634","2","","2018-01-02 00:00:00",""
"154243984","32750951","2","","2018-01-02 00:00:00",""
"154243985","13447554","5","8883008","2018-01-02 00:00:00",""
"154243986","37093853","5","6305105","2018-01-02 00:00:00",""
"154243987","45991094","2","","2018-01-02 00:00:00",""
"154243988","13495744","2","","2018-01-02 00:00:00",""
"154243989","4491260","5","114200","2018-01-02 00:00:00",""
"154243990","16589853","2","","2018-01-02 00:00:00",""
"154243991","48054246","10","","2018-01-02 00:00:00",""
"154243992","13743058","2","","2018-01-02 00:00:00",""
"154243993","32312978","2","","2018-01-02 00:00:00",""
"154243994","47968907","3","","2018-01-02 00:00:00",""
"154243995","32312849","2","","2018-01-02 00:00:00",""
"154243996","47968907","10","","2018-01-02 00:00:00",""
"154243997","45991162","2","","2018-01-02 00:00:00",""
"154243998","44415889","2","","2018-01-02 00:00:00",""
"154243999","26777705","2","","2018-01-02 00:00:00",""
"154244000","40678026","2","","2018-01-02 00:00:00",""
"154244001","48054292","3","","2018-01-02 00:00:00",""
"154244002","48054181","3","","2018-01-02 00:00:00",""
"154244003","46491490","2","","2018-01-02 00:00:00",""
"154244004","46491468","2","","2018-01-02 00:00:00",""
"154244005","45739518","2","","2018-01-02 00:00:00",""
"154244006","48031059","2","","2018-01-02 00:00:00",""
"154244007","45740453","2","","2018-01-02 00:00:00",""
"154244008","48031059","5","451736","2018-01-02 00:00:00",""
"154244009","48053617","10","","2018-01-02 00:00:00",""
"154244010","15505327","2","","2018-01-02 00:00:00",""
"154244011","18011219","2","","2018-01-02 00:00:00",""
"154244012","48054304","10","","2018-01-02 00:00:00",""
"154244013","17947970","2","","2018-01-02 00:00:00",""
"154244014","1306727","2","","2018-01-02 00:00:00",""
"154244015","1306799","2","","2018-01-02 00:00:00",""
"154244016","46374279","2","","2018-01-02 00:00:00",""
"154244017","31173710","2","","2018-01-02 00:00:00",""
"154244018","48052690","16","","2018-01-02 00:00:00",""
"154244019","13489065","2","","2018-01-02 00:00:00",""
"154244020","31971229","2","","2018-01-02 00:00:00",""
"154244021","13494570","2","","2018-01-02 00:00:00",""
"154244022","43029002","2","","2018-01-02 00:00:00",""
"154244023","48043433","3","","2018-01-02 00:00:00",""
"154244024","42646205","5","752843","2018-01-02 00:00:00",""
"154244025","41158070","2","","2018-01-02 00:00:00",""
"154244026","36305933","16","","2018-01-02 00:00:00",""
"154244027","14459577","2","","2018-01-02 00:00:00",""
"154244028","14459577","5","2016295","2018-01-02 00:00:00",""
"154244029","82170","2","","2018-01-02 00:00:00",""
"154244030","35030824","2","","2018-01-02 00:00:00",""
"154244031","81991","5","3963097","2018-01-02 00:00:00",""
"154244032","81991","2","","2018-01-02 00:00:00",""
"154244033","48053746","3","","2018-01-02 00:00:00",""
"154244034","31935885","2","","2018-01-02 00:00:00",""
"154244035","48054289","1","","2018-01-02 00:00:00",""
"154244036","47659727","2","","2018-01-02 00:00:00",""
"154244037","10919569","2","","2018-01-02 00:00:00",""
"154244038","48053828","15","","2018-01-02 00:00:00",""
"154244039","48053828","10","","2018-01-02 00:00:00",""
"154244040","5786899","2","","2018-01-02 00:00:00",""
"154244041","28588311","2","","2018-01-02 00:00:00",""
"154244042","45367387","2","","2018-01-02 00:00:00",""
"154244043","48053801","2","","2018-01-02 00:00:00",""
"154244044","5042197","2","","2018-01-02 00:00:00",""
"154244045","48054187","2","","2018-01-02 00:00:00",""
"154244046","47979734","16","","2018-01-02 00:00:00",""
"154244047","48052700","3","","2018-01-02 00:00:00",""
"154244048","28325980","2","","2018-01-02 00:00:00",""
"154244049","48054285","2","","2018-01-02 00:00:00",""
"154244050","1991378","2","","2018-01-02 00:00:00",""
"154244051","48051425","16","","2018-01-02 00:00:00",""
"154244052","39647200","2","","2018-01-02 00:00:00",""
"154244053","12297980","2","","2018-01-02 00:00:00",""
"154244054","45876864","2","","2018-01-02 00:00:00",""
"154244055","45357000","2","","2018-01-02 00:00:00",""
"154244056","45481709","2","","2018-01-02 00:00:00",""
"154244057","7948986","2","","2018-01-02 00:00:00",""
"154244058","47896667","16","","2018-01-02 00:00:00",""
"154244059","48054306","3","","2018-01-02 00:00:00",""
"154244060","12827688","2","","2018-01-02 00:00:00",""
"154244061","18328947","2","","2018-01-02 00:00:00",""
"154244062","12827580","2","","2018-01-02 00:00:00",""
"154244063","48054306","3","","2018-01-02 00:00:00",""
"154244064","48054001","3","","2018-01-02 00:00:00",""
"154244065","12108646","2","","2018-01-02 00:00:00",""
"154244066","8981029","2","","2018-01-02 00:00:00",""
"154244067","48053376","1","","2018-01-02 00:00:00",""
"154244068","33666617","2","","2018-01-02 00:00:00",""
"154244069","33668295","2","","2018-01-02 00:00:00",""
"154244070","48054231","10","","2018-01-02 00:00:00",""
"154244071","47876740","2","","2018-01-02 00:00:00",""
"154244072","7049664","2","","2018-01-02 00:00:00",""
"154244073","20776818","2","","2018-01-02 00:00:00",""
"154244074","7047555","2","","2018-01-02 00:00:00",""
"154244076","48054285","1","","2018-01-02 00:00:00",""
"154244077","48054285","2","","2018-01-02 00:00:00",""
"154244078","48053708","3","","2018-01-02 00:00:00",""
"154244079","42554450","2","","2018-01-02 00:00:00",""
"154244080","48050621","3","","2018-01-02 00:00:00",""
"154244081","343007","2","","2018-01-02 00:00:00",""
"154244082","48050851","3","","2018-01-02 00:00:00",""
"154244083","40712438","2","","2018-01-02 00:00:00",""
"154244084","48054307","2","","2018-01-02 00:00:00",""
"154244085","37254695","2","","2018-01-02 00:00:00",""
"154244086","40046786","2","","2018-01-02 00:00:00",""
"154244088","40046787","2","","2018-01-02 00:00:00",""
"154244089","48054246","10","","2018-01-02 00:00:00",""
"154244090","21282351","2","","2018-01-02 00:00:00",""
"154244091","1601948","2","","2018-01-02 00:00:00",""
"154244092","47847805","3","","2018-01-02 00:00:00",""
"154244093","48054306","3","","2018-01-02 00:00:00",""
"154244094","47838044","3","","2018-01-02 00:00:00",""
"154244095","47046577","10","","2018-01-02 00:00:00",""
"154244096","25874635","2","","2018-01-02 00:00:00",""
"154244097","47838295","3","","2018-01-02 00:00:00",""
"154244098","40863953","2","","2018-01-02 00:00:00",""
"154244099","47835373","3","","2018-01-02 00:00:00",""
"154244100","11038949","2","","2018-01-02 00:00:00",""
"154244101","11038830","2","","2018-01-02 00:00:00",""
"154244102","47824078","3","","2018-01-02 00:00:00",""
"154244103","48054325","2","","2018-01-02 00:00:00",""
"154244105","10831623","2","","2018-01-02 00:00:00",""
"154244106","47808403","3","","2018-01-02 00:00:00",""
"154244107","30149250","5","1178021","2018-01-02 00:00:00",""
"154244109","38023700","5","451736","2018-01-02 00:00:00",""
"154244110","47825030","3","","2018-01-02 00:00:00",""
"154244111","38023700","2","","2018-01-02 00:00:00",""
"154244112","10831565","2","","2018-01-02 00:00:00",""
"154244113","48052840","16","","2018-01-02 00:00:00",""
"154244114","29482","2","","2018-01-02 00:00:00",""
"154244115","2298962","2","","2018-01-02 00:00:00",""
"154244116","2298962","5","56717","2018-01-02 00:00:00",""
"154244117","41267079","2","","2018-01-02 00:00:00",""
"154244118","29241056","2","","2018-01-02 00:00:00",""
"154244119","47818713","3","","2018-01-02 00:00:00",""
"154244120","48054277","3","","2018-01-02 00:00:00",""
"154244121","47822368","3","","2018-01-02 00:00:00",""
"154244122","48054257","16","","2018-01-02 00:00:00",""
"154244123","11574376","2","","2018-01-02 00:00:00",""
"154244124","11574405","2","","2018-01-02 00:00:00",""
"154244125","47822414","3","","2018-01-02 00:00:00",""
"154244126","48054306","3","","2018-01-02 00:00:00",""
"154244127","47821581","3","","2018-01-02 00:00:00",""
"154244128","48053738","16","","2018-01-02 00:00:00",""
"154244129","48054266","3","","2018-01-02 00:00:00",""
"154244130","48054271","10","","2018-01-02 00:00:00",""
"154244131","47795945","3","","2018-01-02 00:00:00",""
"154244132","47815505","3","","2018-01-02 00:00:00",""
"154244133","48054306","2","","2018-01-02 00:00:00",""
"154244134","47814304","3","","2018-01-02 00:00:00",""
"154244135","48051499","1","","2018-01-02 00:00:00",""
"154244136","48051499","2","","2018-01-02 00:00:00",""
"154244137","48051378","2","","2018-01-02 00:00:00",""
"154244138","47812979","3","","2018-01-02 00:00:00",""
"154244139","47812653","3","","2018-01-02 00:00:00",""
"154244140","8335997","5","8748897","2018-01-02 00:00:00",""
"154244141","5376445","2","","2018-01-02 00:00:00",""
"154244142","48028021","2","","2018-01-02 00:00:00",""
"154244143","47787479","3","","2018-01-02 00:00:00",""
"154244144","934942","2","","2018-01-02 00:00:00",""
"154244145","934930","2","","2018-01-02 00:00:00",""
"154244146","48028518","2","","2018-01-02 00:00:00",""
"154244147","4282447","2","","2018-01-02 00:00:00",""
"154244148","47800512","3","","2018-01-02 00:00:00",""
"154244149","3745908","2","","2018-01-02 00:00:00",""
"154244150","47803289","3","","2018-01-02 00:00:00",""
"154244151","48054316","3","","2018-01-02 00:00:00",""
"154244152","5450073","2","","2018-01-02 00:00:00",""
"154244153","48049968","2","","2018-01-02 00:00:00",""
"154244154","47802339","3","","2018-01-02 00:00:00",""
"154244155","28533673","2","","2018-01-02 00:00:00",""
"154244156","28533602","2","","2018-01-02 00:00:00",""
"154244157","47799039","3","","2018-01-02 00:00:00",""
"154244158","47902653","2","","2018-01-02 00:00:00",""
"154244159","47800411","3","","2018-01-02 00:00:00",""
"154244161","47798036","3","","2018-01-02 00:00:00",""
"154244162","41715836","10","","2018-01-02 00:00:00",""
"154244163","48054316","2","","2018-01-02 00:00:00",""
"154244164","27116142","2","","2018-01-02 00:00:00",""
"154244165","48054313","3","","2018-01-02 00:00:00",""
"154244166","3847745","5","3786181","2018-01-02 00:00:00",""
"154244167","1531600","2","","2018-01-02 00:00:00",""
"154244168","42374151","2","","2018-01-02 00:00:00",""
"154244169","1405324","2","","2018-01-02 00:00:00",""
"154244170","34983655","2","","2018-01-02 00:00:00",""
"154244171","48054037","10","","2018-01-02 00:00:00",""
"154244172","4018995","2","","2018-01-02 00:00:00",""
"154244173","4017357","2","","2018-01-02 00:00:00",""
"154244175","1685492","2","","2018-01-02 00:00:00",""
"154244176","30452453","2","","2018-01-02 00:00:00",""
"154244177","1685483","2","","2018-01-02 00:00:00",""
"154244178","43569533","2","","2018-01-02 00:00:00",""
"154244179","48054223","10","","2018-01-02 00:00:00",""
"154244180","47975738","1","","2018-01-02 00:00:00",""
"154244181","4090518","2","","2018-01-02 00:00:00",""
"154244182","4090577","2","","2018-01-02 00:00:00",""
"154244183","270512","2","","2018-01-02 00:00:00",""
"154244184","48054127","2","","2018-01-02 00:00:00",""
"154244185","48053488","10","","2018-01-02 00:00:00",""
"154244186","48054127","1","","2018-01-02 00:00:00",""
